sample_row_id,sample_date,sample_time,sample_datetime,raw_sampling_site,site_name,major_category,sample_location,chlorophyll_ugl_replicate_1,chlorophyll_ugl_replicate_2,chlorophyll_ugl_replicate_3,chlorophyll_ugl_mean,chlorophyll_ugl_std,chlorophyll_ugl_min,chlorophyll_ugl_max,chlorophyll_ugl_replicate_count,phycocyanin_ugl_replicate_1,phycocyanin_ugl_replicate_2,phycocyanin_ugl_replicate_3,phycocyanin_ugl_mean,phycocyanin_ugl_std,phycocyanin_ugl_min,phycocyanin_ugl_max,phycocyanin_ugl_replicate_count,phycocyanin_to_chlorophyll_ratio_replicate_1,phycocyanin_to_chlorophyll_ratio_replicate_2,phycocyanin_to_chlorophyll_ratio_replicate_3,phycocyanin_to_chlorophyll_ratio_mean,phycocyanin_to_chlorophyll_ratio_std,phycocyanin_to_chlorophyll_ratio_min,phycocyanin_to_chlorophyll_ratio_max,phycocyanin_to_chlorophyll_ratio_replicate_count,sample_depth_feet,water_temperature_c,ph,orp_mv,specific_conductivity_us_cm,dissolved_oxygen_mg_l,turbidity_ntu,x_coordinate,y_coordinate
sample_0159,2024-08-15,11:58,2024-08-15T11:58,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.44,0.53,0.54,0.503333,0.055076,0.44,0.54,3,17.45,20.69,16.21,18.116667,2.313208,16.21,20.69,3,39.65,39.03,30.01,36.23,5.395591,30.01,39.65,3,0.2,,,,,,,-71.435267,41.793692
sample_0160,2024-08-15,12:17,2024-08-15T12:17,Tongue_Pond,Tongue Pond,Category_2,shore,1.06,0.92,1.14,1.04,0.111355,0.92,1.14,3,17.95,18.45,13.97,16.79,2.454954,13.97,18.45,3,16.93,20.05,12.25,16.41,3.925914,12.25,20.05,3,0.2,,,,,,,-71.442211,41.798175
sample_0161,2024-08-30,09:37,2024-08-30T09:37,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,7.5,8.06,6.04,7.2,1.042881,6.04,8.06,3,262.48,271.19,242.82,258.83,14.532932,242.82,271.19,3,34.99,33.64,40.2,36.276667,3.464106,33.64,40.2,3,0.1,,,,,,,-71.415768,41.784479
sample_0162,2024-08-30,10:21,2024-08-30T10:21,Polo_Lake,Polo Lake,Category_1,shore,5.5,5.64,5.46,5.533333,0.094516,5.46,5.64,3,96.27,84.33,95.77,92.123333,6.753853,84.33,96.27,3,17.5,14.95,17.54,16.663333,1.483925,14.95,17.54,3,0.1,,,,,,,-71.415863,41.786293
sample_0163,2024-08-30,10:59,2024-08-30T10:59,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,2.15,2.08,2.42,2.216667,0.179536,2.08,2.42,3,98.25,89.06,87.32,91.543333,5.872941,87.32,98.25,3,45.69,42.81,36.08,41.526667,4.931859,36.08,45.69,3,0.1,,,,,,,-71.414762,41.777564
sample_0164,2024-08-30,11:15,2024-08-30T11:15,Fenner_Pond,Fenner Pond,Category_1,shore,1.71,1.4,1.34,1.483333,0.198578,1.34,1.71,3,2.5,3.5,4,3.333333,0.763763,2.5,4,3,1.46,2.5,2.98,2.313333,0.777003,1.46,2.98,3,0.1,,,,,,,-71.420295,41.769931
sample_0165,2024-08-30,11:46,2024-08-30T11:46,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.79,0.77,0.94,0.833333,0.092916,0.77,0.94,3,23.92,23.92,24.41,24.083333,0.282902,23.92,24.41,3,30.27,31.06,25.96,29.096667,2.745002,25.96,31.06,3,0.1,,,,,,,-71.435604,41.793103
sample_0166,2024-08-30,12:00,2024-08-30T12:00,Spectacle_Pond,Spectacle Pond,Category_2,shore,1.05,0.99,0.88,0.973333,0.086217,0.88,1.05,3,56.49,46.29,42.32,48.366667,7.309694,42.32,56.49,3,53.8,46.75,48.09,49.546667,3.743933,46.75,53.8,3,0.1,,,,,,,-71.441562,41.78846
sample_0167,2024-08-30,12:35,2024-08-30T12:35,Tongue_Pond,Tongue Pond,Category_2,shore,1.34,1.34,1.35,1.343333,0.005774,1.34,1.35,3,65.69,63.45,66.43,65.19,1.551644,63.45,66.43,3,49.02,47.35,49.2,48.523333,1.020114,47.35,49.2,3,0.1,,,,,,,-71.442285,41.798665
sample_0168,2024-09-06,09:05,2024-09-06T09:05,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,2.45,2.67,2.48,2.533333,0.119304,2.45,2.67,3,2.5,2,2.75,2.416667,0.381881,2,2.75,3,1.02,0.74,1.1,0.953333,0.189033,0.74,1.1,3,0.1,,,,,,,-71.415745,41.784485
sample_0169,2024-09-06,09:40,2024-09-06T09:40,Polo_Lake,Polo Lake,Category_1,shore,4.64,4.68,4.6,4.64,0.04,4.6,4.68,3,21.68,22.18,20.44,21.433333,0.895842,20.44,22.18,3,4.67,4.73,4.44,4.613333,0.15308,4.44,4.73,3,0.1,,,,,,,-71.415008,41.786635
sample_0170,2024-09-06,10:02,2024-09-06T10:02,Cunliff_Lake,Cunliff Lake,Category_1,shore,2.72,2.44,2.4,2.52,0.174356,2.4,2.72,3,53.25,55.74,58.48,55.823333,2.615996,53.25,58.48,3,19.57,22.84,24.36,22.256667,2.4477,19.57,24.36,3,0.1,,,,,,,-71.414138,41.777392
sample_0171,2024-09-06,10:13,2024-09-06T10:13,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,1.98,1.84,1.94,1.92,0.072111,1.84,1.98,3,17.7,16.96,19.96,18.206667,1.562861,16.96,19.96,3,8.93,9.21,10.24,9.46,0.689855,8.93,10.24,3,0.1,,,,,,,-71.414906,41.777458
sample_0172,2024-09-06,10:33,2024-09-06T10:33,Fenner_Pond,Fenner Pond,Category_1,shore,1.23,1.2,1.15,1.193333,0.040415,1.15,1.23,3,5.5,7.25,8,6.916667,1.2829,5.5,8,3,4.47,6.04,6.95,5.82,1.254552,4.47,6.95,3,0.1,,,,,,,-71.420237,41.769954
sample_0173,2024-09-06,10:57,2024-09-06T10:57,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,1.05,1.1,1,1.05,0.05,1,1.1,3,27.4,27.15,21.43,25.326667,3.376927,21.43,27.4,3,26.09,24.68,21.43,24.066667,2.389777,21.43,26.09,3,0.1,,,,,,,-71.435263,41.793391
sample_0174,2024-09-06,11:03,2024-09-06T11:03,Spectacle_Pond,Spectacle Pond,Category_2,shore,2.12,2.4,2.04,2.186667,0.189033,2.04,2.4,3,10.99,11.49,8.5,10.326667,1.601572,8.5,11.49,3,5.18,4.78,4.16,4.706667,0.513939,4.16,5.18,3,0.1,,,,,,,-71.441619,41.7884
sample_0175,2024-09-06,11:24,2024-09-06T11:24,Tongue_Pond,Tongue Pond,Category_2,shore,1.49,1.22,1.34,1.35,0.135277,1.22,1.49,3,22.43,17.7,14.97,18.366667,3.774418,14.97,22.43,3,15.05,14.5,11.17,13.573333,2.099436,11.17,15.05,3,0.1,,,,,,,-71.442456,41.798332
sample_0176,2024-09-13,09:45,2024-09-13T09:45,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,1,1,1.24,1.08,0.138564,1,1.24,3,4.75,5,4.25,4.666667,0.381881,4.25,5,3,4.75,5,3.42,4.39,0.849294,3.42,5,3,0.1,,,,,,,-71.415681,41.784603
sample_0177,2024-09-13,10:00,2024-09-13T10:00,Polo_Lake,Polo Lake,Category_1,shore,2.07,1.44,1.44,1.65,0.363731,1.44,2.07,3,5,3.25,5.75,4.666667,1.2829,3.25,5.75,3,2.41,2.25,3.99,2.883333,0.961735,2.25,3.99,3,0.1,,,,,,,-71.414857,41.786838
sample_0178,2024-09-13,10:10,2024-09-13T10:10,Cunliff_Lake,Cunliff Lake,Category_1,shore,1.65,1.7,1.56,1.636667,0.070946,1.56,1.7,3,46.04,41.32,47.79,45.05,3.346685,41.32,47.79,3,27.9,24.3,30.63,27.61,3.174949,24.3,30.63,3,0.1,,,,,,,-71.414061,41.777277
sample_0179,2024-09-13,10:20,2024-09-13T10:20,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,1.89,1.76,1.8,1.816667,0.066583,1.76,1.89,3,92.79,64.19,67.18,74.72,15.720328,64.19,92.79,3,49.04,36.47,37.32,40.943333,7.024787,36.47,49.04,3,0.1,,,,,,,-71.415022,41.778126
sample_0180,2024-09-13,10:45,2024-09-13T10:45,Fenner_Pond,Fenner Pond,Category_1,shore,0.89,0.84,0.82,0.85,0.036056,0.82,0.89,3,5.5,4.25,2.5,4.083333,1.506928,2.5,5.5,3,6.17,5.05,3.04,4.753333,1.585949,3.04,6.17,3,0.1,,,,,,,-71.420005,41.773828
sample_0181,2024-09-13,11:10,2024-09-13T11:10,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,1.08,1.97,0.99,1.346667,0.541695,0.99,1.97,3,25.16,20.44,20.69,22.096667,2.655868,20.44,25.16,3,23.29,21.07,20.89,21.75,1.336712,20.89,23.29,3,0.1,,,,,,,-71.435061,41.793961
sample_0182,2024-09-13,11:30,2024-09-13T11:30,Spectacle_Pond,Spectacle Pond,Category_2,shore,1,1.08,1.08,1.053333,0.046188,1,1.08,3,22.92,12.73,15.71,17.12,5.239284,12.73,22.92,3,22.92,11.78,14.54,16.413333,5.80146,11.78,22.92,3,0.1,,,,,,,-71.441592,41.788118
sample_0183,2024-09-13,12:00,2024-09-13T12:00,Tongue_Pond,Tongue Pond,Category_2,shore,1.61,1.69,1.66,1.653333,0.040415,1.61,1.69,3,6.75,6.5,6.25,6.5,0.25,6.25,6.75,3,4.19,3.84,3.76,3.93,0.228692,3.76,4.19,3,0.1,,,,,,,-71.442265,41.798499
sample_0184,2024-09-19,10:15,2024-09-19T10:15,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,0.94,0.7,0.7,0.78,0.138564,0.7,0.94,3,3.5,0.77,0.55,1.606667,1.64336,0.55,3.5,3,3.72,1.1,0.78,1.866667,1.612989,0.78,3.72,3,0.1,,,,,,,-71.415695,41.784637
sample_0185,2024-09-19,10:35,2024-09-19T10:35,Polo_Lake,Polo Lake,Category_1,shore,3.6,3.99,3.83,3.806667,0.196044,3.6,3.99,3,9.75,17.95,12.98,13.56,4.130654,9.75,17.95,3,2.7,4.49,3.38,3.523333,0.903567,2.7,4.49,3,0.1,,,,,,,-71.41543,41.786193
sample_0186,2024-09-19,10:50,2024-09-19T10:50,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,1.48,1.52,1.59,1.53,0.055678,1.48,1.59,3,27.4,27.65,27.15,27.4,0.25,27.15,27.65,3,18.51,18.19,17.07,17.923333,0.756131,17.07,18.51,3,0.1,,,,,,,-71.414774,41.777914
sample_0187,2024-09-19,11:24,2024-09-19T11:24,Fenner_Pond,Fenner Pond,Category_1,shore,1.23,1.1,1.32,1.216667,0.110604,1.1,1.32,3,5.75,2.5,4.25,4.166667,1.626602,2.5,5.75,3,4.67,2.27,3.21,3.383333,1.209352,2.27,4.67,3,0.1,,,,,,,-71.419412,41.770129
sample_0188,2024-09-19,11:50,2024-09-19T11:50,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.79,0.86,0.83,0.826667,0.035119,0.79,0.86,3,11.98,11.98,14.97,12.976667,1.726277,11.98,14.97,3,15.16,13.93,18.03,15.706667,2.103957,13.93,18.03,3,0.1,,,,,,,-71.435139,41.793811
sample_0189,2024-09-19,12:10,2024-09-19T12:10,Spectacle_Pond,Spectacle Pond,Category_2,shore,1.16,1.21,1,1.123333,0.109697,1,1.21,3,7.25,6.25,9,7.5,1.391941,6.25,9,3,6.25,5.16,9,6.803333,1.978897,5.16,9,3,0.1,,,,,,,-71.44157,41.788019
sample_0190,2024-09-19,12:30,2024-09-19T12:30,Tongue_Pond,Tongue Pond,Category_2,shore,2.82,2.91,2.55,2.76,0.18735,2.55,2.91,3,5.5,6,6,5.833333,0.288675,5.5,6,3,1.95,2.06,6.35,3.453333,2.50919,1.95,6.35,3,0.1,,,,,,,-71.442354,41.798673
sample_0191,2024-09-19,10:40,2024-09-19T10:40,Cunliff_Lake,Cunliff Lake,Category_1,shore,2.37,2.32,2.09,2.26,0.149332,2.09,2.37,3,74.64,86.57,74.39,78.533333,6.96108,74.39,86.57,3,31.46,37.31,35.59,34.786667,3.006598,31.46,37.31,3,0.1,,,,,,,-71.414188,41.777344
sample_0192,2024-09-26,09:25,2024-09-26T09:25,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,1.14,1.15,1.28,1.19,0.078102,1.14,1.28,3,16.96,17.95,22.43,19.113333,2.914658,16.96,22.43,3,14.87,15.6,17.52,15.996667,1.368807,14.87,17.52,3,0.1,,,,,,,-71.415593,41.784668
sample_0193,2024-09-26,09:40,2024-09-26T09:40,Polo_Lake,Polo Lake,Category_1,shore,3.06,3.08,3.07,3.07,0.01,3.06,3.08,3,2.75,2.5,2.75,2.666667,0.144338,2.5,2.75,3,0.89,0.81,0.89,0.863333,0.046188,0.81,0.89,3,0.1,,,,,,,-71.415432,41.786183
sample_0194,2024-09-26,10:00,2024-09-26T10:00,Cunliff_Lake,Cunliff Lake,Category_1,shore,15.3,15.54,15.69,15.51,0.196723,15.3,15.69,3,1966.65,2003.73,1967.4,1979.26,21.194959,1966.65,2003.73,3,128.53,128.94,125.39,127.62,1.942087,125.39,128.94,3,0.1,,,,,,,-71.414069,41.777308
sample_0195,2024-09-26,10:20,2024-09-26T10:20,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,1.71,1.41,1.31,1.476667,0.208167,1.31,1.71,3,41.32,41.82,32.37,38.503333,5.317503,32.37,41.82,3,24.16,29.65,24.7,26.17,3.025839,24.16,29.65,3,0.1,,,,,,,-71.414831,41.777775
sample_0196,2024-09-26,10:36,2024-09-26T10:36,Fenner_Pond,Fenner Pond,Category_1,shore,3.43,3.03,3.39,3.283333,0.220303,3.03,3.43,3,3.5,4.25,3.25,3.666667,0.520416,3.25,4.25,3,1.02,1.4,0.95,1.123333,0.242143,0.95,1.4,3,0.1,,,,,,,-71.420203,41.769891
sample_0197,2024-09-26,10:55,2024-09-26T10:55,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,2.98,3.14,2.92,3.013333,0.113725,2.92,3.14,3,186.54,279.4,265.46,243.8,50.076058,186.54,279.4,3,62.61,88.98,90.91,80.833333,15.811345,62.61,90.91,3,0.1,,,,,,,-71.43515,41.793847
sample_0198,2024-09-26,11:15,2024-09-26T11:15,Spectacle_Pond,Spectacle Pond,Category_2,shore,1.17,1.5,1.19,1.286667,0.185023,1.17,1.5,3,25.41,18.2,13.48,19.03,6.008153,13.48,25.41,3,21.71,12.13,11.32,15.053333,5.779051,11.32,21.71,3,0.1,,,,,,,-71.441634,41.788265
sample_0199,2024-09-26,11:35,2024-09-26T11:35,Tongue_Pond,Tongue Pond,Category_2,shore,3.66,3.94,4.21,3.936667,0.275015,3.66,4.21,3,7,10.24,7.75,8.33,1.696084,7,10.24,3,1.91,2.59,1.84,2.113333,0.414287,1.84,2.59,3,0.1,,,,,,,-71.442279,41.79811
sample_0200,2024-10-04,08:50,2024-10-04T08:50,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,1.02,1.15,1.09,1.086667,0.065064,1.02,1.15,3,13.72,18.95,11.98,14.883333,3.627704,11.98,18.95,3,13.45,16.47,10.99,13.636667,2.744765,10.99,16.47,3,0.2,,,,,,,-71.415688,41.78455
sample_0201,2024-10-04,09:06,2024-10-04T09:06,Polo_Lake,Polo Lake,Category_1,shore,3.58,3.14,3.47,3.396667,0.228983,3.14,3.58,3,40.08,20.69,24.41,28.393333,10.290444,20.69,40.08,3,11.19,6.58,7.03,8.266667,2.54166,6.58,11.19,3,0.2,,,,,,,-71.415433,41.786132
sample_0202,2024-10-04,09:25,2024-10-04T09:25,Cunliff_Lake,Cunliff Lake,Category_1,shore,2.64,2.28,2.47,2.463333,0.180093,2.28,2.64,3,89.55,78.86,91.29,86.566667,6.730634,78.86,91.29,3,33.92,34.58,36.95,35.15,1.593393,33.92,36.95,3,0.2,,,,,,,-71.414096,41.777208
sample_0203,2024-10-04,09:38,2024-10-04T09:38,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,12.6,12.61,12.73,12.646667,0.072342,12.6,12.73,3,1390.14,1363.02,1342.87,1365.343333,23.72049,1342.87,1390.14,3,110.32,108.09,105.48,107.963333,2.422485,105.48,110.32,3,0.2,,,,,,,-71.41468,41.777851
sample_0204,2024-10-04,10:01,2024-10-04T10:01,Fenner_Pond,Fenner Pond,Category_1,shore,1.34,1.22,1.37,1.31,0.079373,1.22,1.37,3,3,2.75,7.5,4.416667,2.673169,2.75,7.5,3,2.23,2.25,5.74,3.406667,2.020751,2.23,5.74,3,0.2,,,,,,,-71.420282,41.76985
sample_0205,2024-10-04,10:24,2024-10-04T10:24,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,4.43,4.09,4.32,4.28,0.173494,4.09,4.43,3,575.75,566.29,556.84,566.293333,9.455,556.84,575.75,3,129.96,138.45,128.89,132.433333,5.23798,128.89,138.45,3,0.2,,,,,,,-71.43564,41.793135
sample_0206,2024-10-04,10:50,2024-10-04T10:50,Spectacle_Pond,Spectacle Pond,Category_2,shore,0.87,0.91,0.81,0.863333,0.050332,0.81,0.91,3,19.94,26.9,19.94,22.26,4.018358,19.94,26.9,3,22.91,29.56,24.61,25.693333,3.454828,22.91,29.56,3,0.2,,,,,,,-71.441162,41.788354
sample_0207,2024-10-04,11:08,2024-10-04T11:08,Tongue_Pond,Tongue Pond,Category_2,shore,2.48,2.12,2.31,2.303333,0.180093,2.12,2.48,3,15.46,18.95,7.25,13.886667,6.006583,7.25,18.95,3,6.23,8.93,3.13,6.096667,2.902298,3.13,8.93,3,0.2,,,,,,,-71.441882,41.798282
sample_0208,2024-10-11,09:18,2024-10-11T09:18,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,0.7,0.8,0.65,0.716667,0.076376,0.65,0.8,3,8,11.98,8,9.326667,2.297854,8,11.98,3,11.42,14.97,12.3,12.896667,1.848684,11.42,14.97,3,0.1,,,,,,,-71.415506,41.784702
sample_0209,2024-10-11,09:42,2024-10-11T09:42,Polo_Lake,Polo Lake,Category_1,shore,3.47,3.66,3.78,3.636667,0.156312,3.47,3.78,3,6.5,5.75,5.5,5.916667,0.520416,5.5,6.5,3,1.87,1.57,1.45,1.63,0.216333,1.45,1.87,3,0.1,,,,,,,-71.415379,41.786167
sample_0210,2024-10-11,10:04,2024-10-11T10:04,Cunliff_Lake,Cunliff Lake,Category_1,shore,4.01,4.56,3.63,4.066667,0.467582,3.63,4.56,3,2.5,2.5,2.75,2.583333,0.144338,2.5,2.75,3,0.62,0.54,0.75,0.636667,0.105987,0.54,0.75,3,0.1,,,,,,,-71.413729,41.777358
sample_0211,2024-10-11,10:20,2024-10-11T10:20,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,0.92,0.96,0.97,0.95,0.026458,0.92,0.97,3,22.67,21.68,18.2,20.85,2.347744,18.2,22.67,3,24.64,22.58,18.76,21.993333,2.983577,18.76,24.64,3,0.1,,,,,,,-71.414874,41.777417
sample_0212,2024-10-11,11:01,2024-10-11T11:01,Fenner_Pond,Fenner Pond,Category_1,shore,2.27,2.42,2.44,2.376667,0.092916,2.27,2.44,3,1.25,1.25,2.5,1.666667,0.721688,1.25,2.5,3,0.55,0.51,1.02,0.693333,0.283608,0.51,1.02,3,0.1,,,,,,,-71.419404,41.77019
sample_0213,2024-10-11,11:20,2024-10-11T11:20,Spectacle_Pond,Spectacle Pond,Category_2,shore,0.93,0.88,0.73,0.846667,0.104083,0.73,0.93,3,9.75,13.48,14.72,12.65,2.586871,9.75,14.72,3,10.48,15.31,20.16,15.316667,4.840003,10.48,20.16,3,0.1,,,,,,,-71.44162,41.788078
sample_0214,2024-10-11,11:38,2024-10-11T11:38,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.7,0.45,0.55,0.566667,0.125831,0.45,0.7,3,10.74,8,11.24,9.993333,1.744286,8,11.24,3,15.34,17.77,20.43,17.846667,2.545866,15.34,20.43,3,0.1,,,,,,,-71.433914,41.791058
sample_0215,2024-10-11,12:00,2024-10-11T12:00,Tongue_Pond,Tongue Pond,Category_2,shore,2.48,2.43,2.35,2.42,0.065574,2.35,2.48,3,4.25,5.25,2.5,4,1.391941,2.5,5.25,3,1.71,2.16,1.06,1.643333,0.553022,1.06,2.16,3,0.1,,,,,,,-71.442361,41.798484
sample_0216,2024-10-18,09:18,2024-10-18T09:18,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,1.57,0.8,0.92,1.096667,0.414287,0.8,1.57,3,2.5,1.75,4.25,2.833333,1.2829,1.75,4.25,3,1.59,2.18,4.61,2.793333,1.600698,1.59,4.61,3,0.1,,,,,,,-71.415658,41.784608
sample_0217,2024-10-18,09:30,2024-10-18T09:30,Polo_Lake,Polo Lake,Category_1,shore,2.54,2.63,2.76,2.643333,0.110604,2.54,2.76,3,3.75,5.25,4.25,4.416667,0.763763,3.75,5.25,3,1.47,1.99,1.53,1.663333,0.284488,1.47,1.99,3,0.1,,,,,,,-71.415654,41.786222
sample_0218,2024-10-18,09:45,2024-10-18T09:45,Cunliff_Lake,Cunliff Lake,Category_1,shore,2.92,2.73,2.84,2.83,0.095394,2.73,2.92,3,4.25,4.25,4.25,4.25,0,4.25,4.25,3,1.45,1.55,1.49,1.496667,0.050332,1.45,1.55,3,0.1,,,,,,,-71.413861,41.777293
sample_0219,2024-10-18,09:55,2024-10-18T09:55,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,0.76,0.73,0.74,0.743333,0.015275,0.73,0.76,3,3.75,4.25,4,4,0.25,3.75,4.25,3,4.93,5.82,5.4,5.383333,0.445234,4.93,5.82,3,0.1,,,,,,,-71.414834,41.777978
sample_0220,2024-10-18,10:05,2024-10-18T10:05,Fenner_Pond,Fenner Pond,Category_1,shore,4.84,3.73,3.36,3.976667,0.770216,3.36,4.84,3,3,2.25,2,2.416667,0.520416,2,3,3,0.61,0.6,0.59,0.6,0.01,0.59,0.61,3,0.1,,,,,,,-71.419327,41.770272
sample_0221,2024-10-18,10:25,2024-10-18T10:25,Spectacle_Pond,Spectacle Pond,Category_2,shore,1.39,1.16,1.18,1.243333,0.12741,1.16,1.39,3,10.49,10,12.23,10.906667,1.171936,10,12.23,3,7.54,8.62,10.36,8.84,1.422814,7.54,10.36,3,0.1,,,,,,,-71.441663,41.788278
sample_0222,2024-10-18,10:40,2024-10-18T10:40,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.97,0.87,0.8,0.88,0.08544,0.8,0.97,3,14.22,7.75,12.48,11.483333,3.348169,7.75,14.22,3,14.65,8.9,15.6,13.05,3.625259,8.9,15.6,3,0.1,,,,,,,-71.435262,41.793338
sample_0223,2024-10-18,11:10,2024-10-18T11:10,Tongue_Pond,Tongue Pond,Category_2,shore,2.03,2.12,1.93,2.026667,0.095044,1.93,2.12,3,2,5.75,3.25,3.666667,1.909407,2,5.75,3,0.98,2.71,1.68,1.79,0.87023,0.98,2.71,3,0.1,,,,,,,-71.442283,41.798305
sample_0224,2024-10-24,09:20,2024-10-24T09:20,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,1.28,1.3,1.37,1.316667,0.047258,1.28,1.37,3,14.22,16.71,11.49,14.14,2.610919,11.49,16.71,3,11.1,12.85,8.38,10.776667,2.252473,8.38,12.85,3,0.1,,,,,,,-71.415547,41.784674
sample_0225,2024-10-24,09:40,2024-10-24T09:40,Polo_Lake,Polo Lake,Category_1,shore,3.75,3.95,3.81,3.836667,0.102632,3.75,3.95,3,55.99,58.97,54,56.32,2.50138,54,58.97,3,14.93,14.92,14.17,14.673333,0.435928,14.17,14.93,3,0.1,,,,,,,-71.415461,41.786176
sample_0226,2024-10-24,10:00,2024-10-24T10:00,Cunliff_Lake,Cunliff Lake,Category_1,shore,1.6,1.81,1.6,1.67,0.121244,1.6,1.81,3,3.5,4,3.25,3.583333,0.381881,3.25,4,3,2.18,2.2,2.03,2.136667,0.092916,2.03,2.2,3,0.1,,,,,,,-71.414088,41.77731
sample_0227,2024-10-24,10:07,2024-10-24T10:07,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,0.53,0.54,0.56,0.543333,0.015275,0.53,0.56,3,1.25,2,1.75,1.666667,0.381881,1.25,2,3,2.35,3.78,3.12,3.083333,0.715705,2.35,3.78,3,0.1,,,,,,,-71.414762,41.777871
sample_0228,2024-10-24,10:30,2024-10-24T10:30,Fenner_Pond,Fenner Pond,Category_1,shore,1.42,1.58,1.61,1.536667,0.102144,1.42,1.61,3,0.32,1.25,0.32,0.63,0.536936,0.32,1.25,3,0.22,0.79,0.19,0.4,0.338083,0.19,0.79,3,0.1,,,,,,,-71.420402,41.770207
sample_0229,2024-10-24,10:50,2024-10-24T10:50,Spectacle_Pond,Spectacle Pond,Category_2,shore,0.86,0.85,0.81,0.84,0.026458,0.81,0.86,3,2,3.5,4.75,3.416667,1.376893,2,4.75,3,2.32,4.11,5.85,4.093333,1.765059,2.32,5.85,3,0.1,,,,,,,-71.441609,41.788262
sample_0230,2024-10-24,11:10,2024-10-24T11:10,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.62,0.49,0.62,0.576667,0.075056,0.49,0.62,3,4.5,7,7.5,6.333333,1.607275,4.5,7.5,3,7.25,14.28,12.09,11.206667,3.597281,7.25,14.28,3,0.1,,,,,,,-71.435456,41.7932
sample_0231,2024-10-24,11:24,2024-10-24T11:24,Tongue_Pond,Tongue Pond,Category_2,shore,2.08,2.31,2.51,2.3,0.215174,2.08,2.51,3,7.75,5,6.25,6.333333,1.376893,5,7.75,3,3.72,2.16,2.49,2.79,0.822131,2.16,3.72,3,0.1,,,,,,,-71.442276,41.798289
sample_0232,2024-10-31,09:25,2024-10-31T09:25,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,8.26,9.07,7.04,8.123333,1.021877,7.04,9.07,3,2.75,7.25,2.5,4.166667,2.673169,2.5,7.25,3,0.33,0.79,0.35,0.49,0.26,0.33,0.79,3,0.1,,,,,,,-71.41559,41.784685
sample_0233,2024-10-31,09:35,2024-10-31T09:35,Polo_Lake,Polo Lake,Category_1,shore,3.54,3.25,3.65,3.48,0.20664,3.25,3.65,3,5.5,3.5,5,4.666667,1.040833,3.5,5.5,3,1.55,1.07,1.36,1.326667,0.24173,1.07,1.55,3,0.1,,,,,,,-71.41569,41.786267
sample_0234,2024-10-31,09:50,2024-10-31T09:50,Cunliff_Lake,Cunliff Lake,Category_1,shore,1.88,1.92,1.9,1.9,0.02,1.88,1.92,3,3.25,3.5,4,3.583333,0.381881,3.25,4,3,1.72,1.82,2.1,1.88,0.196977,1.72,2.1,3,0.1,,,,,,,-71.414044,41.777406
sample_0235,2024-10-31,09:55,2024-10-31T09:55,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,0.65,0.6,0.52,0.59,0.065574,0.52,0.65,3,1.5,0.32,0.32,0.713333,0.681273,0.32,1.5,3,2.3,0.53,0.61,1.146667,0.999617,0.53,2.3,3,0.1,,,,,,,-71.414881,41.77737
sample_0236,2024-10-31,10:25,2024-10-31T10:25,Fenner_Pond,Fenner Pond,Category_1,shore,1.4,1.33,1.31,1.346667,0.047258,1.31,1.4,3,0.55,0.32,1,0.623333,0.345881,0.32,1,3,0.39,0.24,0.76,0.463333,0.267644,0.24,0.76,3,0.1,,,,,,,-71.420227,41.76996
sample_0237,2024-10-31,10:45,2024-10-31T10:45,Spectacle_Pond,Spectacle Pond,Category_2,shore,0.64,0.5,0.79,0.643333,0.145029,0.5,0.79,3,5.75,3.25,6.75,5.25,1.802776,3.25,6.75,3,8.98,6.5,8.54,8.006667,1.323228,6.5,8.98,3,0.1,,,,,,,-71.4416,41.788343
