task_name,target_label,site_name,major_category,date,onset_label,termination_label,advisory_active,advisory_event_id,advisory_event_censored,advisory_event_termination_observed,t2m,t2m_min,t2m_max,t2mdew,uv_index,cloud,precip,t2m_rolling_mean_3d,t2m_rolling_mean_7d,t2m_rolling_mean_14d,t2m_rolling_mean_21d,t2m_rolling_mean_30d,t2m_min_rolling_mean_3d,t2m_min_rolling_mean_7d,t2m_min_rolling_mean_14d,t2m_min_rolling_mean_21d,t2m_min_rolling_mean_30d,t2m_max_rolling_mean_3d,t2m_max_rolling_mean_7d,t2m_max_rolling_mean_14d,t2m_max_rolling_mean_21d,t2m_max_rolling_mean_30d,t2mdew_rolling_mean_3d,t2mdew_rolling_mean_7d,t2mdew_rolling_mean_14d,t2mdew_rolling_mean_21d,t2mdew_rolling_mean_30d,uv_index_rolling_mean_3d,uv_index_rolling_mean_7d,uv_index_rolling_mean_14d,uv_index_rolling_mean_21d,uv_index_rolling_mean_30d,cloud_rolling_mean_3d,cloud_rolling_mean_7d,cloud_rolling_mean_14d,cloud_rolling_mean_21d,cloud_rolling_mean_30d,precip_rolling_sum_3d,precip_rolling_sum_7d,precip_rolling_sum_14d,precip_rolling_sum_21d,precip_rolling_sum_30d,dry_day_count_7d,dry_day_count_14d,dry_day_count_30d,year,month,day_of_year,warm_season_flag,day_of_year_sin,day_of_year_cos,has_sample,has_shore_sample,has_center_sample,available_locations,center_chlorophyll_ugl_max,center_chlorophyll_ugl_mean,center_chlorophyll_ugl_min,center_chlorophyll_ugl_replicate_count,center_chlorophyll_ugl_std,center_dissolved_oxygen_mg_l,center_earliest_sample_time,center_latest_sample_time,center_orp_mv,center_ph,center_phycocyanin_to_chlorophyll_ratio_max,center_phycocyanin_to_chlorophyll_ratio_mean,center_phycocyanin_to_chlorophyll_ratio_min,center_phycocyanin_to_chlorophyll_ratio_replicate_count,center_phycocyanin_to_chlorophyll_ratio_std,center_phycocyanin_ugl_max,center_phycocyanin_ugl_mean,center_phycocyanin_ugl_min,center_phycocyanin_ugl_replicate_count,center_phycocyanin_ugl_std,center_sample_count,center_sample_depth_feet,center_specific_conductivity_us_cm,center_turbidity_ntu,center_water_temperature_c,center_x_coordinate,center_y_coordinate,overall_chlorophyll_ugl_max,overall_chlorophyll_ugl_mean,overall_chlorophyll_ugl_min,overall_chlorophyll_ugl_replicate_count,overall_chlorophyll_ugl_std,overall_dissolved_oxygen_mg_l,overall_earliest_sample_time,overall_latest_sample_time,overall_orp_mv,overall_ph,overall_phycocyanin_to_chlorophyll_ratio_max,overall_phycocyanin_to_chlorophyll_ratio_mean,overall_phycocyanin_to_chlorophyll_ratio_min,overall_phycocyanin_to_chlorophyll_ratio_replicate_count,overall_phycocyanin_to_chlorophyll_ratio_std,overall_phycocyanin_ugl_max,overall_phycocyanin_ugl_mean,overall_phycocyanin_ugl_min,overall_phycocyanin_ugl_replicate_count,overall_phycocyanin_ugl_std,overall_sample_count,overall_sample_depth_feet,overall_specific_conductivity_us_cm,overall_turbidity_ntu,overall_water_temperature_c,overall_x_coordinate,overall_y_coordinate,shore_chlorophyll_ugl_max,shore_chlorophyll_ugl_mean,shore_chlorophyll_ugl_min,shore_chlorophyll_ugl_replicate_count,shore_chlorophyll_ugl_std,shore_dissolved_oxygen_mg_l,shore_earliest_sample_time,shore_latest_sample_time,shore_orp_mv,shore_ph,shore_phycocyanin_to_chlorophyll_ratio_max,shore_phycocyanin_to_chlorophyll_ratio_mean,shore_phycocyanin_to_chlorophyll_ratio_min,shore_phycocyanin_to_chlorophyll_ratio_replicate_count,shore_phycocyanin_to_chlorophyll_ratio_std,shore_phycocyanin_ugl_max,shore_phycocyanin_ugl_mean,shore_phycocyanin_ugl_min,shore_phycocyanin_ugl_replicate_count,shore_phycocyanin_ugl_std,shore_sample_count,shore_sample_depth_feet,shore_specific_conductivity_us_cm,shore_turbidity_ntu,shore_water_temperature_c,shore_x_coordinate,shore_y_coordinate,days_since_last_sample,latest_overall_chlorophyll_ugl_mean,latest_overall_phycocyanin_ugl_mean,latest_overall_phycocyanin_to_chlorophyll_ratio_mean,latest_overall_sample_depth_feet,latest_overall_water_temperature_c,latest_overall_ph,latest_overall_orp_mv,latest_overall_specific_conductivity_us_cm,latest_overall_dissolved_oxygen_mg_l,latest_overall_turbidity_ntu,delta_7d_overall_chlorophyll_ugl_mean,delta_14d_overall_chlorophyll_ugl_mean,delta_7d_overall_phycocyanin_ugl_mean,delta_14d_overall_phycocyanin_ugl_mean,delta_7d_overall_phycocyanin_to_chlorophyll_ratio_mean,delta_14d_overall_phycocyanin_to_chlorophyll_ratio_mean,delta_7d_overall_sample_depth_feet,delta_14d_overall_sample_depth_feet,delta_7d_overall_water_temperature_c,delta_14d_overall_water_temperature_c,delta_7d_overall_ph,delta_14d_overall_ph,delta_7d_overall_orp_mv,delta_14d_overall_orp_mv,delta_7d_overall_specific_conductivity_us_cm,delta_14d_overall_specific_conductivity_us_cm,delta_7d_overall_dissolved_oxygen_mg_l,delta_14d_overall_dissolved_oxygen_mg_l,delta_7d_overall_turbidity_ntu,delta_14d_overall_turbidity_ntu,onset_eligible,termination_eligible
termination,0,Cunliff Lake,Category_1,2022-11-24,0,0,1,cunliff_lake_event_02,0,1,6.785,5.205,9.415,1.895,0.31,21.965,0,7.758333,6.368571,8.687857,10.621667,11.689167,6.325,4.616429,6.615714,8.592619,9.838333,9.701667,8.459286,10.878571,12.784286,13.8295,2.375,0.984286,4.4175,6.663571,8.1245,0.298333,0.274286,0.318214,0.395714,0.434167,14.451667,35.775714,53.971786,44.995,44.455167,0,0.38,43.195,43.74,58.23,4,4,10,2022,11,328,0,-0.597829,0.801624,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-11-25,0,0,1,cunliff_lake_event_02,0,1,10.195,7.435,12.06,7.72,0.125,96.01,0.895,8.553333,6.896429,8.272143,10.372143,11.468667,6.546667,4.951429,6.137857,8.311429,9.554167,10.665,9.072857,10.408571,12.494762,13.646833,4.316667,1.926429,3.895357,6.37619,7.8365,0.241667,0.255,0.301429,0.375,0.424,43.793333,41.480714,53.788214,48.628571,44.676667,0.895,1.245,33.975,44.625,49.14,4,4,10,2022,11,329,0,-0.583951,0.811789,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-11-26,0,0,1,cunliff_lake_event_02,0,1,7.79,5.4,10.66,2.83,0.27,6.44,0,8.256667,7.112143,7.589286,9.928571,11.215667,6.013333,4.966429,5.519286,7.813571,9.333667,10.711667,9.512143,9.7825,12.103333,13.418333,4.148333,2.206429,2.9725,5.767857,7.537,0.235,0.257143,0.286429,0.36119,0.410333,41.471667,35.216429,51.463214,47.342619,44.807333,0.895,1.225,29.905,44.615,49.09,5,5,11,2022,11,330,0,-0.569901,0.821713,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-11-27,0,0,1,cunliff_lake_event_02,0,1,10.945,9.22,14.825,8.95,0.225,98.545,14.745,9.643333,8.007857,7.507143,9.596667,11.196667,7.351667,5.976429,5.623214,7.455,9.288667,12.515,10.678571,9.83,11.914524,13.483,6.5,3.717857,2.899643,5.418571,7.605333,0.206667,0.255,0.285357,0.344762,0.398167,66.998333,40.417143,51.5875,47.570952,45.470333,15.64,15.64,32.48,59.305,63.835,5,5,10,2022,11,331,0,-0.555682,0.831395,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-11-28,0,0,1,cunliff_lake_event_02,0,1,10.065,6.725,13.7,7.105,0.3,46.82,0.195,9.6,8.895714,7.758571,9.26,11.108333,7.115,6.822143,5.719286,7.123333,9.1335,13.061667,11.478571,10.227857,11.657619,13.431833,6.295,4.818571,3.312857,5.100714,7.551333,0.265,0.259286,0.274286,0.332143,0.388,50.601667,41.595714,53.480714,48.598095,46.527167,14.94,15.835,32.67,59.055,64.03,4,5,9,2022,11,332,0,-0.541298,0.840831,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-11-29,0,0,1,cunliff_lake_event_02,0,1,6.625,5.77,8.145,1.43,0.225,79.88,0.01,9.211667,8.726429,7.752143,9.063571,10.896,7.238333,6.679286,5.724286,6.97,8.945667,12.223333,11.332143,10.186071,11.403333,13.176333,5.828333,4.752143,3.361786,4.988571,7.253833,0.25,0.249286,0.262143,0.315952,0.377,75.081667,51.866429,53.1025,52.303333,48.730167,14.95,15.845,29.56,59.065,64.04,3,5,8,2022,11,333,0,-0.526755,0.850017,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-11-30,0,0,1,cunliff_lake_event_02,0,1,10.96,7.655,14.83,8.755,0.145,99.995,22.675,9.216667,9.052143,7.754643,9.140238,10.782,6.716667,6.772857,5.709643,6.95119,8.783,12.225,11.947857,10.138571,11.57619,13.104667,5.763333,5.526429,3.35,5.23119,7.102167,0.223333,0.228571,0.2525,0.297619,0.367167,75.565,64.236429,53.340714,56.479524,49.296,22.88,38.52,39.075,81.74,86.66,2,5,8,2022,11,334,0,-0.512055,0.858953,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-01,0,0,1,cunliff_lake_event_02,0,1,5.925,4.84,7.315,0.105,0.215,65.035,0.02,7.836667,8.929286,7.648929,8.768333,10.464333,6.088333,6.720714,5.668571,6.650714,8.462667,10.096667,11.647857,10.053571,11.135,12.779667,3.43,5.270714,3.1275,4.701905,6.614333,0.195,0.215,0.244643,0.28381,0.365667,81.636667,70.389286,53.0825,59.444286,48.194167,22.705,38.54,38.92,81.735,82.29,1,5,8,2022,12,335,0,-0.497204,0.867634,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-02,0,0,1,cunliff_lake_event_02,0,1,6.48,4.835,8.9,1.24,0.26,34.025,0,7.788333,8.398571,7.6475,8.314286,10.2005,5.776667,6.349286,5.650357,6.208333,8.173167,10.348333,11.196429,10.134643,10.67119,12.5155,3.366667,4.345,3.135714,4.045238,6.275667,0.206667,0.234286,0.244643,0.279048,0.355667,66.351667,61.534286,51.5075,56.370238,49.2375,22.695,37.645,38.89,71.62,82.28,2,6,9,2022,12,336,0,-0.482206,0.876058,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-03,0,0,1,cunliff_lake_event_02,0,1,11.54,8.44,13.89,9.72,0.13,100,12.545,7.981667,8.934286,8.023214,8.037619,10.119333,6.038333,6.783571,5.875,5.940714,8.0255,10.035,11.657857,10.585,10.407619,12.4265,3.688333,5.329286,3.767857,3.758095,6.259667,0.201667,0.214286,0.235714,0.262381,0.340167,66.353333,74.9,55.058214,59.275476,52.388167,12.565,50.19,51.415,80.095,94.825,1,6,8,2022,12,337,0,-0.467065,0.884223,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-04,0,0,1,cunliff_lake_event_02,0,1,6.04,5.31,7.54,-0.28,0.24,39.535,0,8.02,8.233571,8.120714,7.749286,9.806167,6.195,6.225,6.100714,5.82381,7.757833,10.11,10.617143,10.647857,10.092381,12.073167,3.56,4.010714,3.864286,3.27,5.791833,0.21,0.216429,0.235714,0.262381,0.3295,57.853333,66.47,53.443571,56.548333,53.049167,12.545,35.445,51.085,67.925,94.815,2,7,9,2022,12,338,0,-0.451786,0.892126,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-05,0,0,1,cunliff_lake_event_02,0,1,7.33,5.46,8.88,1.56,0.2,37.935,0,8.303333,7.842857,8.369286,7.786667,9.480333,6.403333,6.044286,6.433214,5.827619,7.411333,10.103333,9.928571,10.703571,10.128095,11.739833,3.666667,3.218571,4.018571,3.281429,5.323667,0.19,0.202143,0.230714,0.250238,0.3175,59.156667,65.200714,53.398214,57.387381,53.198833,12.545,35.25,51.085,67.92,94.805,3,7,10,2022,12,339,0,-0.436373,0.899766,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-06,0,0,1,cunliff_lake_event_02,0,1,9.975,8.705,11.49,8.315,0.175,99.445,0.76,7.781667,8.321429,8.523929,7.941905,9.215667,6.491667,6.463571,6.571429,5.970714,7.143167,9.303333,10.406429,10.869286,10.259524,11.4965,3.198333,4.202143,4.477143,3.641905,5.058,0.205,0.195,0.222143,0.239762,0.304333,58.971667,67.995714,59.931071,58.066905,53.388667,0.76,36,51.845,65.56,95.51,3,6,10,2022,12,340,0,-0.420831,0.907139,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-07,0,0,1,cunliff_lake_event_02,0,1,11.675,10.615,12.785,11.02,0.145,99.93,24.215,9.66,8.423571,8.737857,7.977619,9.033667,8.26,6.886429,6.829643,6.101905,7.040667,11.051667,10.114286,11.031071,10.130476,11.286167,6.965,4.525714,5.026071,3.741905,4.966,0.173333,0.195,0.211786,0.233333,0.290333,79.103333,67.986429,66.111429,58.222619,55.878,24.975,37.54,76.06,76.615,119.28,3,5,10,2022,12,341,0,-0.405165,0.914244,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-08,0,0,1,cunliff_lake_event_02,0,1,9.165,6.52,11.795,6.115,0.26,16.665,0.02,10.271667,8.886429,8.907857,8.061429,8.980833,8.613333,7.126429,6.923571,6.154524,6.958333,12.023333,10.754286,11.201071,10.287143,11.229833,8.483333,5.384286,5.3275,3.879762,5.043667,0.193333,0.201429,0.208214,0.230238,0.280167,72.013333,61.076429,65.732857,55.747143,56.3645,24.995,37.54,76.08,76.46,119.3,3,4,9,2022,12,342,0,-0.389378,0.921078,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-09,0,0,1,cunliff_lake_event_02,0,1,6.21,5.05,7.8,0.27,0.265,5.005,0,9.016667,8.847857,8.623214,8.047619,8.876167,7.395,7.157143,6.753214,6.152619,6.858333,10.793333,10.597143,10.896786,10.28881,11.1165,5.801667,5.245714,4.795357,3.839048,4.930667,0.223333,0.202143,0.218214,0.230476,0.271333,40.533333,56.930714,59.2325,53.315238,56.1215,24.235,37.54,75.185,76.43,119.3,3,5,9,2022,12,343,0,-0.373477,0.92764,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-10,0,0,1,cunliff_lake_event_02,0,1,4.71,4.265,5.455,2.215,0.185,96.975,1.335,6.695,7.872143,8.403214,7.972857,8.575333,5.278333,6.560714,6.672143,6.103571,6.628833,8.35,9.392143,10.525,10.187381,10.745667,2.866667,4.173571,4.751429,3.903095,4.6305,0.236667,0.21,0.212143,0.227143,0.260667,39.548333,56.498571,65.699286,55.538333,59.2615,1.355,26.33,76.52,77.745,120.61,3,4,9,2022,12,344,0,-0.357464,0.933927,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-11,0,0,1,cunliff_lake_event_02,0,1,4.83,4.39,5.26,1.895,0.155,99.245,3.82,5.25,7.699286,7.966429,7.980238,8.2025,4.568333,6.429286,6.327143,6.210238,6.304333,6.171667,9.066429,9.841786,10.120714,10.299667,1.46,4.484286,4.2475,4.070952,4.192667,0.201667,0.197857,0.207143,0.223095,0.253833,67.075,65.028571,65.749286,57.305238,59.283667,5.155,30.15,65.595,81.235,114.315,2,4,9,2022,12,345,0,-0.341347,0.939938,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-12,0,0,1,cunliff_lake_event_02,0,1,3.42,2.08,4.69,0.175,0.185,73.34,1.1,4.32,7.140714,7.491786,7.959762,7.738167,3.578333,5.946429,5.995357,6.270952,5.905,5.135,8.467857,9.198214,9.958333,9.8085,1.428333,4.286429,3.7525,4.107857,3.6735,0.175,0.195714,0.198929,0.219048,0.244,89.853333,70.086429,67.643571,58.960952,60.428667,6.255,31.25,66.5,82.335,111.345,1,4,9,2022,12,346,0,-0.325128,0.94567,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-13,0,0,1,cunliff_lake_event_02,0,1,3.95,2.425,5.035,-0.31,0.18,10.495,0,4.066667,6.28,7.300714,7.775952,7.466667,2.965,5.049286,5.756429,6.064048,5.727,4.995,7.545714,8.976071,9.761429,9.504333,0.586667,3.054286,3.628214,4.002857,3.330833,0.173333,0.196429,0.195714,0.213571,0.242,61.026667,57.379286,62.6875,59.080476,57.551667,4.92,30.49,66.49,82.335,99.175,2,5,10,2022,12,347,0,-0.308812,0.951123,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-14,0,0,1,cunliff_lake_event_02,0,1,2.605,-1.055,5.155,-0.835,0.18,17.715,0.135,3.325,4.984286,6.703929,7.486667,7.335333,1.15,3.382143,5.134286,5.680476,5.5125,4.96,6.455714,8.285,9.505952,9.405167,-0.323333,1.360714,2.943214,3.804286,3.259,0.181667,0.201429,0.198214,0.208333,0.232833,33.85,45.634286,56.810357,59.285714,57.465,1.235,6.41,43.95,82.47,99.305,2,5,10,2022,12,348,0,-0.292406,0.956294,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-15,0,0,1,cunliff_lake_event_02,0,1,6.54,4.72,7.845,3.775,0.15,97.505,1.355,4.365,4.609286,6.747857,7.475,7.3295,2.03,3.125,5.125714,5.657381,5.479833,6.011667,5.891429,8.322857,9.43119,9.375667,0.876667,1.026429,3.205357,3.89381,3.36,0.17,0.185714,0.193571,0.200714,0.224667,41.905,57.182857,59.129643,62.882857,57.876,1.49,7.745,45.285,83.825,97.54,2,5,10,2022,12,349,0,-0.275913,0.961183,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-16,0,0,1,cunliff_lake_event_02,0,1,7.685,6.62,8.72,6.42,0.11,98.285,33.885,5.61,4.82,6.833929,7.355476,7.2215,3.428333,3.349286,5.253214,5.618571,5.4385,7.24,6.022857,8.31,9.272143,9.149833,3.12,1.905,3.575357,3.831905,3.276667,0.146667,0.163571,0.182857,0.2,0.219,71.168333,70.508571,63.719643,62.99119,57.930167,35.375,41.63,79.17,116.815,118.265,1,4,10,2022,12,350,0,-0.259338,0.965787,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-17,0,0,1,cunliff_lake_event_02,0,1,5.81,4.385,7.535,3.28,0.195,83.92,0.91,6.678333,4.977143,6.424643,7.26119,7.168333,5.241667,3.366429,4.963571,5.570238,5.404167,8.033333,6.32,7.856071,9.123333,9.1175,4.491667,2.057143,3.115357,3.853333,3.278667,0.151667,0.165,0.1875,0.196429,0.214667,93.236667,68.643571,62.571071,66.680714,58.439167,36.15,41.205,67.535,117.725,119,1,4,10,2022,12,351,0,-0.242687,0.970105,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-18,0,0,1,cunliff_lake_event_02,0,1,4.055,3.245,4.58,0.285,0.165,66.8,0.11,5.85,4.866429,6.282857,6.933095,7.086833,4.75,3.202857,4.816071,5.285714,5.342667,6.945,6.222857,7.644643,8.635476,9.011333,3.328333,1.827143,3.155714,3.440714,3.250667,0.156667,0.166429,0.182143,0.193571,0.2115,83.001667,64.008571,64.518571,65.169048,58.796667,34.905,37.495,67.645,103.09,119.08,1,3,10,2022,12,352,0,-0.225964,0.974136,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-19,0,0,1,cunliff_lake_event_02,0,1,3.505,2.595,4.88,-0.4,0.14,46.485,0.02,4.456667,4.878571,6.009643,6.620714,6.994333,3.408333,3.276429,4.611429,5.089048,5.252667,5.665,6.25,7.358929,8.215476,8.921167,1.055,1.745,3.015714,3.083333,3.208333,0.166667,0.16,0.177857,0.185952,0.207667,65.735,60.172143,65.129286,65.153095,58.669833,1.04,36.415,67.665,102.915,119.08,1,2,10,2022,12,353,0,-0.209174,0.977879,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-20,0,0,1,cunliff_lake_event_02,0,1,3.555,2.24,5.075,-0.26,0.145,18.22,0,3.705,4.822143,5.551071,6.474524,6.957,2.693333,3.25,4.149643,4.920952,5.255667,4.845,6.255714,6.900714,8.069286,8.868333,-0.125,1.752143,2.403214,3.002857,3.254,0.15,0.155,0.175714,0.182143,0.2045,43.835,61.275714,59.3275,62.216905,57.205833,0.13,36.415,66.905,102.905,118.75,1,3,11,2022,12,354,0,-0.192322,0.981332,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-21,0,0,1,cunliff_lake_event_02,0,1,3.8,2.755,4.775,-1.12,0.165,57.32,0,3.62,4.992857,4.988571,6.133571,6.955333,2.53,3.794286,3.588214,4.687619,5.320667,4.91,6.201429,6.328571,7.590476,8.7575,-0.593333,1.711429,1.536071,2.532619,3.236667,0.15,0.152857,0.177143,0.183095,0.201,40.675,66.933571,56.283929,60.184762,57.830833,0.02,36.28,42.69,80.23,118.75,2,4,11,2022,12,355,0,-0.175413,0.984495,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Cunliff Lake,Category_1,2022-12-22,0,0,1,cunliff_lake_event_02,0,1,6.41,4.63,8.12,2.57,0.145,99.325,6.26,4.588333,4.974286,4.791786,6.156667,6.908667,3.208333,3.781429,3.453214,4.677619,5.249333,5.99,6.240714,6.066071,7.62881,8.7225,0.396667,1.539286,1.282857,2.65,3.259167,0.151667,0.152143,0.168929,0.179762,0.196,58.288333,67.193571,62.188214,61.817619,60.8755,6.26,41.185,48.93,86.47,125.01,2,4,10,2022,12,356,0,-0.158452,0.987367,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
